BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#54'
	and p_type not like 'SMALL BURNISHED%'
	and p_size in (12, 2, 28, 17, 35, 31, 40, 42)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#21   | ECONOMY BRUSHED BRASS     |     31 |          603
 Brand#33   | ECONOMY ANODIZED COPPER   |     35 |          596
 Brand#41   | STANDARD PLATED TIN       |     12 |          595
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#23   | ECONOMY BRUSHED BRASS     |      2 |          572
 Brand#52   | LARGE BRUSHED NICKEL      |     35 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#32   | MEDIUM PLATED COPPER      |     31 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#41   | MEDIUM BURNISHED TIN      |     40 |          571
 Brand#32   | SMALL ANODIZED BRASS      |     31 |          568
 Brand#35   | STANDARD ANODIZED COPPER  |     31 |          568
 Brand#41   | SMALL PLATED BRASS        |     42 |          568
 Brand#44   | SMALL ANODIZED BRASS      |     40 |          568
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#22   | SMALL ANODIZED TIN        |     12 |          564
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#53   | PROMO PLATED TIN          |     42 |          564
 Brand#35   | PROMO POLISHED BRASS      |     42 |          563
 Brand#52   | STANDARD POLISHED COPPER  |     35 |          561
 Brand#14   | LARGE BURNISHED COPPER    |     12 |          560
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#23   | ECONOMY BURNISHED BRASS   |     42 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#31   | PROMO POLISHED BRASS      |     17 |          560
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#42   | STANDARD BURNISHED BRASS  |     42 |          560
 Brand#45   | LARGE POLISHED TIN        |     12 |          560
 Brand#51   | SMALL PLATED STEEL        |     17 |          560
 Brand#53   | LARGE PLATED TIN          |      2 |          560
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          560
 Brand#32   | LARGE ANODIZED STEEL      |     42 |          559
 Brand#34   | PROMO POLISHED STEEL      |     35 |          559
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#44   | LARGE BURNISHED COPPER    |     42 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#51   | SMALL POLISHED STEEL      |     35 |          556
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#41   | LARGE POLISHED STEEL      |     12 |          555
 Brand#24   | STANDARD PLATED TIN       |     31 |          553
 Brand#12   | LARGE PLATED TIN          |     31 |          552
 Brand#13   | ECONOMY PLATED STEEL      |     42 |          552
 Brand#13   | LARGE PLATED NICKEL       |     35 |          552
 Brand#13   | PROMO BRUSHED TIN         |     31 |          552
 Brand#14   | SMALL PLATED NICKEL       |     17 |          552
 Brand#41   | STANDARD POLISHED COPPER  |     35 |          552
 Brand#42   | STANDARD PLATED BRASS     |     42 |          552
 Brand#45   | SMALL ANODIZED COPPER     |     12 |          552
 Brand#51   | MEDIUM POLISHED TIN       |     40 |          552
 Brand#11   | PROMO BURNISHED COPPER    |     12 |          551
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#43   | STANDARD ANODIZED NICKEL  |      2 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#22   | STANDARD BURNISHED STEEL  |     17 |          550
 Brand#12   | STANDARD ANODIZED TIN     |     31 |          548
 Brand#14   | MEDIUM PLATED COPPER      |     35 |          548
 Brand#21   | ECONOMY BURNISHED TIN     |     31 |          548
 Brand#31   | MEDIUM PLATED STEEL       |     31 |          548
 Brand#31   | PROMO PLATED COPPER       |     31 |          548
 Brand#33   | LARGE BRUSHED STEEL       |     35 |          548
 Brand#41   | PROMO PLATED BRASS        |     42 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#42   | SMALL BRUSHED NICKEL      |     17 |          548
 Brand#45   | ECONOMY BRUSHED NICKEL    |     40 |          548
 Brand#52   | LARGE ANODIZED TIN        |     31 |          548
 Brand#52   | LARGE BURNISHED STEEL     |     40 |          548
 Brand#13   | SMALL BRUSHED NICKEL      |     17 |          547
 Brand#25   | ECONOMY BRUSHED NICKEL    |     31 |          547
 Brand#42   | PROMO BRUSHED NICKEL      |     17 |          547
 Brand#43   | ECONOMY BRUSHED STEEL     |     40 |          547
 Brand#52   | MEDIUM ANODIZED TIN       |     31 |          547
 Brand#32   | PROMO BRUSHED BRASS       |     17 |          546
 Brand#12   | STANDARD ANODIZED BRASS   |     17 |          544
 Brand#13   | STANDARD POLISHED STEEL   |     17 |          544
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#22   | LARGE ANODIZED TIN        |     42 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#23   | SMALL POLISHED TIN        |     17 |          544
 Brand#31   | MEDIUM BURNISHED TIN      |      2 |          544
 Brand#33   | ECONOMY PLATED NICKEL     |      2 |          544
 Brand#33   | MEDIUM BRUSHED TIN        |     12 |          544
 Brand#33   | SMALL BRUSHED STEEL       |     17 |          544
 Brand#41   | PROMO POLISHED NICKEL     |     28 |          544
 Brand#42   | MEDIUM ANODIZED STEEL     |     42 |          544
