BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#24'
	and p_type not like 'ECONOMY BRUSHED%'
	and p_size in (8, 31, 43, 36, 38, 5, 17, 6)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#54   | ECONOMY BURNISHED TIN     |      6 |          592
 Brand#54   | LARGE BURNISHED STEEL     |     36 |          584
 Brand#11   | MEDIUM BURNISHED COPPER   |      6 |          583
 Brand#11   | PROMO BURNISHED STEEL     |      8 |          580
 Brand#21   | PROMO POLISHED TIN        |     36 |          579
 Brand#32   | STANDARD BURNISHED STEEL  |     36 |          576
 Brand#25   | ECONOMY POLISHED BRASS    |     36 |          575
 Brand#12   | MEDIUM BURNISHED STEEL    |     36 |          572
 Brand#51   | PROMO ANODIZED TIN        |      8 |          572
 Brand#51   | SMALL PLATED STEEL        |     36 |          572
 Brand#55   | SMALL PLATED COPPER       |      8 |          572
 Brand#32   | MEDIUM PLATED COPPER      |     31 |          571
 Brand#33   | PROMO ANODIZED STEEL      |      6 |          571
 Brand#15   | SMALL ANODIZED STEEL      |     36 |          570
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#32   | LARGE POLISHED BRASS      |      8 |          568
 Brand#32   | SMALL ANODIZED BRASS      |     31 |          568
 Brand#35   | STANDARD ANODIZED COPPER  |     31 |          568
 Brand#34   | MEDIUM BRUSHED STEEL      |      5 |          567
 Brand#43   | STANDARD POLISHED COPPER  |      6 |          564
 Brand#54   | PROMO BRUSHED COPPER      |     36 |          563
 Brand#14   | ECONOMY BURNISHED BRASS   |      5 |          560
 Brand#31   | PROMO POLISHED BRASS      |     17 |          560
 Brand#41   | PROMO BRUSHED STEEL       |     36 |          560
 Brand#51   | SMALL PLATED STEEL        |     17 |          560
 Brand#52   | MEDIUM ANODIZED TIN       |      6 |          560
 Brand#25   | MEDIUM POLISHED STEEL     |      5 |          558
 Brand#22   | STANDARD ANODIZED TIN     |     43 |          556
 Brand#25   | STANDARD ANODIZED BRASS   |     43 |          556
 Brand#34   | PROMO ANODIZED TIN        |      5 |          556
 Brand#53   | LARGE PLATED COPPER       |     43 |          555
 Brand#11   | STANDARD BRUSHED BRASS    |      5 |          552
 Brand#12   | LARGE PLATED TIN          |     31 |          552
 Brand#13   | PROMO BRUSHED TIN         |     31 |          552
 Brand#14   | SMALL PLATED NICKEL       |     17 |          552
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#22   | SMALL POLISHED NICKEL     |     36 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#23   | ECONOMY POLISHED NICKEL   |     43 |          552
 Brand#23   | STANDARD PLATED STEEL     |      5 |          552
 Brand#34   | PROMO PLATED BRASS        |      6 |          552
 Brand#22   | STANDARD BURNISHED STEEL  |     17 |          550
 Brand#11   | ECONOMY PLATED STEEL      |     43 |          548
 Brand#11   | STANDARD PLATED TIN       |      5 |          548
 Brand#12   | STANDARD ANODIZED TIN     |     31 |          548
 Brand#13   | MEDIUM ANODIZED NICKEL    |     36 |          548
 Brand#13   | SMALL BURNISHED NICKEL    |      8 |          548
 Brand#21   | ECONOMY BURNISHED TIN     |     31 |          548
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          548
 Brand#23   | SMALL POLISHED BRASS      |     36 |          548
 Brand#23   | STANDARD BRUSHED TIN      |     43 |          548
 Brand#25   | SMALL PLATED NICKEL       |      5 |          548
 Brand#31   | MEDIUM PLATED STEEL       |     31 |          548
 Brand#31   | PROMO PLATED COPPER       |     31 |          548
 Brand#32   | ECONOMY POLISHED TIN      |     38 |          548
 Brand#32   | PROMO ANODIZED BRASS      |      5 |          548
 Brand#35   | ECONOMY BURNISHED COPPER  |     43 |          548
 Brand#35   | LARGE BRUSHED TIN         |      6 |          548
 Brand#42   | SMALL BRUSHED NICKEL      |     17 |          548
 Brand#45   | ECONOMY BURNISHED BRASS   |      8 |          548
 Brand#52   | LARGE ANODIZED TIN        |     31 |          548
 Brand#53   | SMALL BURNISHED BRASS     |      5 |          548
 Brand#12   | SMALL ANODIZED TIN        |     43 |          547
 Brand#13   | SMALL BRUSHED NICKEL      |     17 |          547
 Brand#42   | PROMO BRUSHED NICKEL      |     17 |          547
 Brand#52   | MEDIUM ANODIZED TIN       |     31 |          547
 Brand#32   | PROMO BRUSHED BRASS       |     17 |          546
 Brand#11   | SMALL BURNISHED NICKEL    |     38 |          544
 Brand#12   | STANDARD ANODIZED BRASS   |     17 |          544
 Brand#13   | STANDARD POLISHED STEEL   |     17 |          544
 Brand#21   | SMALL BURNISHED TIN       |     31 |          544
