BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'JORDAN'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000010000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'JORDAN'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
    8900896 | 23342836.7252197
   19992980 | 22294950.4113159
    4443980 | 22092096.5358276
    4829396 | 21422234.6830444
   14306973 | 21330287.1888428
    5040542 | 20489754.0615234
   12119507 | 20401920.1138916
    3909185 | 20142532.6548462
    4102668 | 20139813.3421631
    8652866 | 19788772.6953125
   15567491 | 19637096.4321289
   10100390 | 19626901.3796082
   10470714 | 19604410.3944092
    3792483 | 19567306.3469849
   19822218 | 19566328.5872803
    4042969 | 19429165.8234253
    7353605 | 19414029.4313965
   17117860 | 19326902.9586792
   17362016 |  19231822.616333
   11728966 | 19229732.0251465
    6515666 | 19175726.0232544
    4128405 |  19122167.887207
   18477489 | 19096995.3254395
    7600288 | 19016222.8381348
   16322286 | 18994407.7679443
    4813377 | 18950475.2421265
    5253399 | 18905924.6777344
     747454 | 18897205.2947388
    9985052 | 18862602.8029175
   18359230 | 18820388.4891357
    2052246 | 18799932.3429565
   13331614 | 18780988.5855713
   18114561 | 18717057.3861084
    1765520 | 18645427.6968994
   17797085 | 18610557.5848389
    6242431 | 18591956.9443359
    3027866 | 18544980.6461792
    2516778 | 18538204.6005249
    6594210 | 18515529.5651245
   10482983 | 18479224.2415771
    6682088 | 18464465.0722046
   10640547 |   18390401.81073
   13297059 | 18386619.4782715
   16688983 | 18371105.8181763
    2953701 | 18308569.0461426
    5191170 | 18201653.6865234
    9142076 | 18159531.7960815
   15392168 | 18155476.2196655
     603486 | 18153980.4417725
   12097335 | 18069696.4274292
    5766129 | 18038425.2926636
   10114585 | 17976059.7473145
    6421203 |  17963356.272644
    9111002 | 17940947.3276367
    2493707 |  17930316.925415
    5265364 | 17927014.2575684
    8072864 |  17915652.321106
    5156291 | 17910993.5925293
   12090679 | 17898656.8099365
     270311 | 17885772.9442139
    3601280 | 17851611.9884033
   19470486 | 17846022.9163208
    6402335 | 17816553.8875122
   11019407 | 17796238.7971191
   15187779 |    17777307.1875
   11186046 | 17765338.6495361
    8406501 | 17755381.2854614
   19213974 | 17753514.9658203
   18088826 | 17751367.9043579
   16793130 | 17748750.5545044
   13886071 | 17745841.9550171
    4045561 | 17716555.6169434
    6848501 |  17680266.704834
   18933968 | 17652003.7421875
   15216676 | 17646595.1387939
   11594804 | 17628489.3012695
   18748779 | 17593389.1518555
    4134508 | 17584207.0466919
    8869269 | 17573021.0656128
   19910903 | 17572823.3464966
   11488646 | 17562452.7967224
   19455862 | 17553662.7518311
   14730816 | 17524003.0939331
   12207298 | 17519161.4400635
   16408772 | 17515048.5112305
    2614398 | 17493653.9526367
    4389095 | 17463134.8874512
    7204374 | 17434868.9780273
    3060866 | 17424471.4726562
   15598368 | 17417576.1776733
    1065771 | 17415926.4708252
     547598 | 17412544.5974121
   12061504 |  17357155.609436
    6241848 | 17349362.3516235
    2816798 | 17347635.7714844
    2349441 | 17342599.1865234
     247454 | 17332789.3803711
   12572530 | 17311611.6781311
    6903261 | 17287550.9368896
    7290754 |   17280815.78125
    3277869 | 17260064.1890259
    5277718 | 17256546.6593018
   15371089 | 17238071.2888794
    4815975 | 17231180.1139526
     666799 | 17229226.8897705
    2720080 | 17216841.5699463
     826894 | 17211997.6038208
    4954423 | 17208752.7301025
     198645 | 17208377.9191895
   14642921 | 17205678.5762329
    1601654 | 17196078.5819092
    3518062 | 17194576.4753418
   16333622 | 17191416.2438965
    7863523 | 17167619.1005249
   11369265 | 17163000.2179565
    6378442 | 17153759.2905884
    1296454 | 17149319.9359741
   12664436 | 17146736.1149902
   16575713 | 17144358.7330322
   15113844 | 17136711.7950439
     753089 | 17127930.5363159
     696323 | 17126912.2335815
   18420015 | 17123674.6448364
   10099437 | 17110991.8258057
   14162741 | 17097727.8676147
   12882822 | 17097564.2738037
    4171695 | 17082397.1107178
   10759538 | 17078220.0351562
    7715163 | 17073779.8253174
   14117646 | 17073389.1820068
   12381527 | 17066584.4244995
   13005086 | 17066191.4656982
    4654905 | 17063705.5255737
   11271427 | 17041707.0351562
    4359967 | 17041290.9162598
    5651488 | 17038545.2600098
